Date,Time,TimeSixty,Wind.Speed,Wind.Gust,Precipitation,Solar.Radiation,Air.Temperature,Vapor.Pressure,Saturation.Vapor.Pressure,RelativeHumidity,DateTimeSixty,Count60
4/27/2017,18:30:00,19:30:00,4.3,6.9,0,0.106,10,9.3,12.3,75.6097561,2017-04-27_19:30:00,57
8/21/2017,15:30:00,16:30:00,2.2,4.3,0,1.01,30.3,24.5,43,56.97674419,2017-08-21_16:30:00,15
8/21/2017,16:30:00,17:30:00,3.5,5.9,0,0.707,29.5,26.1,41.2,63.34951456,2017-08-21_17:30:00,12
8/21/2017,17:30:00,18:30:00,3.2,6.1,0,0.356,28.2,25.6,38.2,67.01570681,2017-08-21_18:30:00,7
8/21/2017,18:30:00,19:30:00,2.2,4,0,0.137,27,25.3,35.7,70.86834734,2017-08-21_19:30:00,25
8/22/2017,15:30:00,16:30:00,5.6,9.1,0,1.022,25.5,22.5,32.6,69.01840491,2017-08-22_16:30:00,39
8/22/2017,16:30:00,17:30:00,5.8,9.3,0,0.781,25.4,20.6,32.4,63.58024691,2017-08-22_17:30:00,34
8/22/2017,17:30:00,18:30:00,4.8,7.5,0,0.455,24.5,19.3,30.8,62.66233766,2017-08-22_18:30:00,21
8/23/2017,15:30:00,16:30:00,4.1,6.9,0,0.828,24.1,12.6,29.9,42.14046823,2017-08-23_16:30:00,33
8/23/2017,16:30:00,17:30:00,3.1,5.3,0,0.536,23.8,13.5,29.4,45.91836735,2017-08-23_17:30:00,25
8/23/2017,17:30:00,18:30:00,3.3,5.9,0,0.491,24.5,13.6,30.7,44.29967427,2017-08-23_18:30:00,52
8/23/2017,18:30:00,19:30:00,2.3,4.3,0,0.202,24,14.9,29.8,50,2017-08-23_19:30:00,57
8/24/2017,15:30:00,16:30:00,2.5,4.3,0,0.61,24.8,14.6,31.3,46.64536741,2017-08-24_16:30:00,33
8/24/2017,16:30:00,17:30:00,3.3,5.1,0,0.655,24.7,15.2,31.1,48.87459807,2017-08-24_17:30:00,73
8/24/2017,17:30:00,18:30:00,3.1,4.8,0,0.319,23.2,15.9,28.4,55.98591549,2017-08-24_18:30:00,60
8/24/2017,18:30:00,19:30:00,4.1,7.7,0,0.184,21.7,16.5,25.9,63.70656371,2017-08-24_19:30:00,6
8/27/2017,15:30:00,16:30:00,2.9,5.1,0,0.9,25.6,16,32.8,48.7804878,2017-08-27_16:30:00,20
8/27/2017,16:30:00,17:30:00,2.6,5.1,0,0.655,25.8,15.7,33.2,47.28915663,2017-08-27_17:30:00,8
8/27/2017,18:30:00,19:30:00,1.2,1.9,0,0.13,23.9,18,29.6,60.81081081,2017-08-27_19:30:00,1
8/28/2017,15:30:00,16:30:00,1.7,4.3,0,1.139,27.8,17.9,37.3,47.98927614,2017-08-28_16:30:00,138
8/28/2017,16:30:00,17:30:00,2.3,4.8,0,0.761,27.6,17.6,37,47.56756757,2017-08-28_17:30:00,79
8/28/2017,17:30:00,18:30:00,2.8,4.5,0,0.419,26.2,17.3,34,50.88235294,2017-08-28_18:30:00,56
8/28/2017,18:30:00,19:30:00,1,1.6,0,0.07,22.4,18.9,27.1,69.74169742,2017-08-28_19:30:00,28
8/29/2017,15:30:00,16:30:00,0.9,2.4,0,1.033,27.7,18.5,37.2,49.7311828,2017-08-29_16:30:00,78
8/29/2017,16:30:00,17:30:00,2.1,3.7,0,0.648,27.3,18.8,36.4,51.64835165,2017-08-29_17:30:00,62
8/29/2017,17:30:00,18:30:00,2.1,4,0,0.187,23.9,20.7,29.7,69.6969697,2017-08-29_18:30:00,62
8/30/2017,15:30:00,16:30:00,2.5,4.8,0,0.733,25.5,17.9,32.5,55.07692308,2017-08-30_16:30:00,80
8/30/2017,16:30:00,17:30:00,3.2,4.8,0,0.815,26.1,18.9,33.7,56.08308605,2017-08-30_17:30:00,34
8/30/2017,17:30:00,18:30:00,2.1,3.5,0,0.407,25.5,18.7,32.7,57.18654434,2017-08-30_18:30:00,38
8/30/2017,18:30:00,19:30:00,1,1.6,0,0.097,23.4,20,28.9,69.20415225,2017-08-30_19:30:00,28
8/31/2017,15:30:00,16:30:00,3,5.1,0,0.684,24.2,19.5,30.2,64.56953642,2017-08-31_16:30:00,58
8/31/2017,16:30:00,17:30:00,3.5,5.9,0,0.506,23.6,20.1,29.2,68.83561644,2017-08-31_17:30:00,88
8/31/2017,17:30:00,18:30:00,2.8,5.1,0,0.286,23.2,20,28.5,70.1754386,2017-08-31_18:30:00,44
8/31/2017,18:30:00,19:30:00,3.6,5.9,0,0.119,21.2,19.6,25.1,78.0876494,2017-08-31_19:30:00,9
9/3/2017,16:30:00,17:30:00,3.4,5.1,0,0.675,26.6,15.5,34.9,44.41260745,2017-09-03_17:30:00,4
9/5/2017,15:30:00,16:30:00,4.7,7.2,0,0.419,19.5,11.8,22.7,51.98237885,2017-09-05_16:30:00,147
9/5/2017,16:30:00,17:30:00,5.4,9.3,0,0.828,21.3,11.6,25.3,45.84980237,2017-09-05_17:30:00,92
9/5/2017,17:30:00,18:30:00,4.8,7.5,0,0.369,20.4,11.1,24,46.25,2017-09-05_18:30:00,67
9/6/2017,15:30:00,16:30:00,4.9,9.1,0,0.608,17.9,10.5,20.5,51.2195122,2017-09-06_16:30:00,88
9/6/2017,16:30:00,17:30:00,5.5,8,0,0.68,18.8,10,21.6,46.2962963,2017-09-06_17:30:00,32
9/6/2017,17:30:00,18:30:00,5,8.3,0,0.416,18.8,10,21.7,46.08294931,2017-09-06_18:30:00,61
9/6/2017,18:30:00,19:30:00,4,6.4,0,0.131,17.6,10.5,20.1,52.23880597,2017-09-06_19:30:00,27
9/7/2017,15:30:00,16:30:00,3.5,5.3,0,0.704,19.2,12,22.3,53.81165919,2017-09-07_16:30:00,115
9/7/2017,16:30:00,17:30:00,2.7,5.3,0,0.544,19.8,12.3,23.1,53.24675325,2017-09-07_17:30:00,91
9/7/2017,17:30:00,18:30:00,3.4,6.4,0,0.391,20.3,11.6,23.8,48.7394958,2017-09-07_18:30:00,64
9/7/2017,18:30:00,19:30:00,2.2,3.7,0,0.117,19,12.2,22,55.45454545,2017-09-07_19:30:00,20
9/10/2017,15:30:00,16:30:00,3.7,6.1,0,0.878,22.3,10.5,27,38.88888889,2017-09-10_16:30:00,19
9/10/2017,16:30:00,17:30:00,3.2,5.9,0,0.635,22.4,10.6,27.2,38.97058824,2017-09-10_17:30:00,6
9/10/2017,18:30:00,19:30:00,2.1,4.3,0,0.119,20.4,11.7,24,48.75,2017-09-10_19:30:00,1
9/11/2017,15:30:00,16:30:00,3.7,5.6,0,0.718,22.1,13,26.5,49.05660377,2017-09-11_16:30:00,191
9/11/2017,16:30:00,17:30:00,3.5,6.1,0,0.529,22.2,13.2,26.8,49.25373134,2017-09-11_17:30:00,41
9/11/2017,17:30:00,18:30:00,2.3,4,0,0.232,21,14,24.9,56.2248996,2017-09-11_18:30:00,24
9/11/2017,18:30:00,19:30:00,1.4,2.4,0,0.072,18.7,14.8,21.5,68.8372093,2017-09-11_19:30:00,35
9/12/2017,15:30:00,16:30:00,3.8,6.7,0,0.657,25.4,13.3,32.4,41.04938272,2017-09-12_16:30:00,134
9/12/2017,16:30:00,17:30:00,4,5.9,0,0.36,24.3,14,30.3,46.20462046,2017-09-12_17:30:00,79
9/12/2017,17:30:00,18:30:00,3.3,5.9,0,0.259,23.9,14.6,29.6,49.32432432,2017-09-12_18:30:00,46
9/13/2017,15:30:00,16:30:00,1.9,4.8,0,0.214,19.4,19.2,22.6,84.95575221,2017-09-13_16:30:00,185
9/13/2017,16:30:00,17:30:00,0.6,1.3,0,0.119,19,18.8,21.9,85.84474886,2017-09-13_17:30:00,52
9/13/2017,17:30:00,18:30:00,1.8,2.4,0,0.11,18.7,18.9,21.6,87.5,2017-09-13_18:30:00,59
9/13/2017,18:30:00,19:30:00,1.6,2.4,0,0.027,18.1,19,20.7,91.78743961,2017-09-13_19:30:00,32
9/14/2017,15:30:00,16:30:00,1.4,2.7,0,0.875,25.3,18.2,32.3,56.34674923,2017-09-14_16:30:00,165
9/14/2017,16:30:00,17:30:00,0.9,2.7,0,0.538,26.9,17.9,35.4,50.56497175,2017-09-14_17:30:00,65
9/14/2017,17:30:00,18:30:00,0.8,2.4,0,0.322,27,17.6,35.6,49.43820225,2017-09-14_18:30:00,86
9/14/2017,18:30:00,19:30:00,0.9,1.9,0,0.086,25.2,19.4,32.1,60.43613707,2017-09-14_19:30:00,20
9/17/2017,15:30:00,16:30:00,2.6,5.1,0,0.769,31.4,20.4,46,44.34782609,2017-09-17_16:30:00,29
9/17/2017,16:30:00,17:30:00,2.5,10.1,7.87,0.047,25.7,22.3,33.4,66.76646707,2017-09-17_17:30:00,10
9/17/2017,18:30:00,19:30:00,1.4,3.5,0,0.025,20.3,22.7,23.8,95.37815126,2017-09-17_19:30:00,2
9/18/2017,15:30:00,16:30:00,1.6,2.9,0,0.702,28.3,23.5,38.4,61.19791667,2017-09-18_16:30:00,149
9/18/2017,16:30:00,17:30:00,2.3,4.3,0,0.481,27.2,22.6,36,62.77777778,2017-09-18_17:30:00,77
9/18/2017,17:30:00,18:30:00,1.9,3.2,0,0.2,26.2,22.5,34.1,65.98240469,2017-09-18_18:30:00,53
9/18/2017,18:30:00,19:30:00,1,1.9,0,0.025,24,23,29.9,76.92307692,2017-09-18_19:30:00,145
9/19/2017,15:30:00,16:30:00,2.5,4.8,0,0.367,25.7,21.7,33,65.75757576,2017-09-19_16:30:00,117
9/19/2017,16:30:00,17:30:00,1.8,3.2,0,0.463,26.7,21.2,35.1,60.3988604,2017-09-19_17:30:00,368
9/19/2017,17:30:00,18:30:00,1.5,2.9,0,0.239,27,21.4,35.8,59.77653631,2017-09-19_18:30:00,84
9/20/2017,15:30:00,16:30:00,3,5.6,0,0.751,32.1,22.5,47.8,47.07112971,2017-09-20_16:30:00,85
9/20/2017,16:30:00,17:30:00,2.4,5.1,0,0.437,31.9,22.2,47.4,46.83544304,2017-09-20_17:30:00,108
9/20/2017,17:30:00,18:30:00,2.1,3.7,0,0.25,32,22.5,47.6,47.26890756,2017-09-20_18:30:00,62
9/20/2017,18:30:00,19:30:00,1.7,2.9,0,0.056,30,23.2,42.5,54.58823529,2017-09-20_19:30:00,1
9/21/2017,15:30:00,16:30:00,1.8,3.7,0,0.742,33.8,23.7,52.5,45.14285714,2017-09-21_16:30:00,114
9/21/2017,16:30:00,17:30:00,2,4,0,0.484,33.6,23.6,51.9,45.47206166,2017-09-21_17:30:00,67
9/21/2017,17:30:00,18:30:00,1.4,2.9,0,0.245,33.5,24.2,51.6,46.89922481,2017-09-21_18:30:00,55
9/21/2017,18:30:00,19:30:00,0.6,1.3,0,0.025,30.1,25.6,42.7,59.95316159,2017-09-21_19:30:00,17
9/24/2017,15:30:00,16:30:00,1.7,4.3,0,0.576,32.8,16.8,49.7,33.8028169,2017-09-24_16:30:00,24
9/24/2017,16:30:00,17:30:00,1.2,3.7,0,0.491,33.8,16.1,52.7,30.55028463,2017-09-24_17:30:00,6
9/24/2017,18:30:00,19:30:00,0.9,1.3,0,0.041,29.8,15.9,42,37.85714286,2017-09-24_19:30:00,7
9/25/2017,15:30:00,16:30:00,1.7,3.7,0,0.716,32.8,15.4,49.9,30.86172345,2017-09-25_16:30:00,155
9/25/2017,16:30:00,17:30:00,2.2,4,0,0.499,32.4,15.7,48.6,32.30452675,2017-09-25_17:30:00,53
9/25/2017,17:30:00,18:30:00,1.4,2.7,0,0.187,30.7,16.8,44.2,38.00904977,2017-09-25_18:30:00,44
9/25/2017,18:30:00,19:30:00,0.8,1.6,0,0.049,28.8,19.3,39.5,48.86075949,2017-09-25_19:30:00,44
9/26/2017,15:30:00,16:30:00,2.6,5.6,0,0.675,31.7,18.5,46.7,39.61456103,2017-09-26_16:30:00,105
9/26/2017,16:30:00,17:30:00,2.5,4.5,0,0.486,31.8,18.8,46.9,40.08528785,2017-09-26_17:30:00,78
9/26/2017,17:30:00,18:30:00,2,3.5,0,0.202,30.9,19.3,44.8,43.08035714,2017-09-26_18:30:00,47
9/27/2017,15:30:00,16:30:00,4.5,8,0,0.499,23.3,13.3,28.7,46.34146341,2017-09-27_16:30:00,107
9/27/2017,16:30:00,17:30:00,4.1,6.4,0,0.281,22.4,13.1,27.1,48.33948339,2017-09-27_17:30:00,27
9/27/2017,17:30:00,18:30:00,3.3,5.6,0,0.13,21.7,11.6,25.9,44.78764479,2017-09-27_18:30:00,84
9/27/2017,18:30:00,19:30:00,3.1,7.2,0,0.041,20.5,13.2,24.2,54.54545455,2017-09-27_19:30:00,25
9/28/2017,15:30:00,16:30:00,2.8,5.3,0,0.718,22.2,11.4,26.7,42.69662921,2017-09-28_16:30:00,106
9/28/2017,16:30:00,17:30:00,2.7,5.1,0,0.464,22.2,11.5,26.7,43.07116105,2017-09-28_17:30:00,68
9/28/2017,17:30:00,18:30:00,2.8,4.5,0,0.212,21.8,11.2,26.2,42.7480916,2017-09-28_18:30:00,53
9/28/2017,18:30:00,19:30:00,0.8,2.9,0,0.031,19.1,11.8,22.2,53.15315315,2017-09-28_19:30:00,8
10/1/2017,15:30:00,16:30:00,3,6.1,0,0.733,23.7,7.6,29.2,26.02739726,2017-10-01_16:30:00,14
10/1/2017,16:30:00,17:30:00,3,6.9,0,0.472,24.3,7.7,30.3,25.41254125,2017-10-01_17:30:00,7
10/1/2017,18:30:00,19:30:00,0.7,2.7,0,0.031,20,8.8,23.4,37.60683761,2017-10-01_19:30:00,9
10/2/2017,15:30:00,16:30:00,3.7,6.7,0,0.67,27.7,10.6,37.2,28.49462366,2017-10-02_16:30:00,152
10/2/2017,16:30:00,17:30:00,3.3,5.9,0,0.43,27.7,9.6,37.1,25.87601078,2017-10-02_17:30:00,78
10/2/2017,17:30:00,18:30:00,3.2,5.1,0,0.18,26.8,10,35.3,28.3286119,2017-10-02_18:30:00,26
10/2/2017,18:30:00,19:30:00,2.5,4.3,0,0.02,23.9,10.2,29.7,34.34343434,2017-10-02_19:30:00,47
10/3/2017,15:30:00,16:30:00,4.1,8.3,0,0.491,23.4,21.8,28.7,75.95818815,2017-10-03_16:30:00,103
10/3/2017,16:30:00,17:30:00,3.6,7.2,0,0.299,23.2,21.8,28.5,76.49122807,2017-10-03_17:30:00,157
10/3/2017,17:30:00,18:30:00,2.5,4.5,0,0.085,21.9,22,26.2,83.96946565,2017-10-03_18:30:00,134
10/4/2017,15:30:00,16:30:00,3.7,5.6,0,0.423,24.4,22.5,30.6,73.52941176,2017-10-04_16:30:00,93
10/4/2017,16:30:00,17:30:00,3.9,6.7,0,0.333,25.6,22.3,32.9,67.78115502,2017-10-04_17:30:00,21
10/4/2017,17:30:00,18:30:00,2.4,6.7,0.25,0.029,23.1,22.9,28.2,81.20567376,2017-10-04_18:30:00,34
10/4/2017,18:30:00,19:30:00,2.1,4.3,0,0.005,20.3,22,23.8,92.43697479,2017-10-04_19:30:00,20
10/5/2017,15:30:00,16:30:00,1.6,4,0,0.499,24,21.3,29.9,71.23745819,2017-10-05_16:30:00,95
10/5/2017,16:30:00,17:30:00,1.5,2.9,0,0.311,23.7,21,29.2,71.91780822,2017-10-05_17:30:00,62
10/5/2017,17:30:00,18:30:00,2,3.5,0,0.131,23.6,21,29.1,72.16494845,2017-10-05_18:30:00,31
10/5/2017,18:30:00,19:30:00,1.5,2.4,0,0.016,21.1,20.8,25,83.2,2017-10-05_19:30:00,27
10/10/2017,15:30:00,16:30:00,3.2,5.9,0,0.409,23.3,17,28.6,59.44055944,2017-10-10_16:30:00,9
10/10/2017,17:30:00,18:30:00,2.2,3.7,0,0.02,21.9,18,26.3,68.44106464,2017-10-10_18:30:00,12
10/11/2017,15:30:00,16:30:00,3.2,5.6,0,0.059,15.1,16.3,17.1,95.32163743,2017-10-11_16:30:00,118
10/11/2017,16:30:00,17:30:00,2.8,4.3,0,0.034,14.7,15.9,16.7,95.20958084,2017-10-11_17:30:00,36
10/11/2017,17:30:00,18:30:00,2.4,3.5,0,0.023,14.6,15.6,16.6,93.97590361,2017-10-11_18:30:00,19
10/11/2017,18:30:00,19:30:00,2.1,3.2,0,0,14.5,15.6,16.5,94.54545455,2017-10-11_19:30:00,115
10/12/2017,15:30:00,16:30:00,1.8,3.2,0,0.184,16.2,15.2,18.4,82.60869565,2017-10-12_16:30:00,118
10/12/2017,16:30:00,17:30:00,0.3,1.3,0,0.131,16.6,15.6,18.9,82.53968254,2017-10-12_17:30:00,162
10/12/2017,17:30:00,18:30:00,0.8,1.6,0,0.054,16.5,15.6,18.7,83.42245989,2017-10-12_18:30:00,60
10/12/2017,18:30:00,19:30:00,0.2,1.1,0,0.002,15.5,15.8,17.5,90.28571429,2017-10-12_19:30:00,38
10/15/2017,15:30:00,16:30:00,7.2,10.9,0,0.184,12.1,9.3,14.1,65.95744681,2017-10-15_16:30:00,44
10/15/2017,16:30:00,17:30:00,6.8,10.4,0,0.139,12.1,8.9,14.1,63.12056738,2017-10-15_17:30:00,7
10/15/2017,18:30:00,19:30:00,4.6,6.9,0,0.002,11.6,9.4,13.7,68.61313869,2017-10-15_19:30:00,355
10/16/2017,15:30:00,16:30:00,3.2,6.4,0,0.617,17.7,7,20.3,34.48275862,2017-10-16_16:30:00,189
10/16/2017,16:30:00,17:30:00,3.2,5.3,0,0.328,17.5,6.9,19.9,34.67336683,2017-10-16_17:30:00,76
10/16/2017,17:30:00,18:30:00,2.5,4.8,0,0.108,16.9,7.1,19.3,36.78756477,2017-10-16_18:30:00,100
10/16/2017,18:30:00,19:30:00,1.2,1.9,0,0.004,12.9,7.7,14.9,51.67785235,2017-10-16_19:30:00,2
10/17/2017,15:30:00,16:30:00,4,6.9,0,0.576,20.3,7.8,23.8,32.77310924,2017-10-17_16:30:00,158
10/17/2017,16:30:00,17:30:00,3.7,6.1,0,0.333,20,7.7,23.4,32.90598291,2017-10-17_17:30:00,69
10/17/2017,17:30:00,18:30:00,3,5.3,0,0.103,19,7.8,22,35.45454545,2017-10-17_18:30:00,73
10/18/2017,15:30:00,16:30:00,4.1,7.2,0,0.571,21.2,8.4,25.2,33.33333333,2017-10-18_16:30:00,136
10/18/2017,16:30:00,17:30:00,4,8,0,0.326,21.1,8.5,25,34,2017-10-18_17:30:00,60
10/18/2017,17:30:00,18:30:00,3.5,6.7,0,0.099,20.1,9,23.5,38.29787234,2017-10-18_18:30:00,34
10/18/2017,18:30:00,19:30:00,2.8,5.1,0,0.004,17.1,9.3,19.5,47.69230769,2017-10-18_19:30:00,23
10/19/2017,15:30:00,16:30:00,2.5,4.8,0,0.499,24.2,12.5,30.2,41.39072848,2017-10-19_16:30:00,133
10/19/2017,16:30:00,17:30:00,1.6,4.3,0,0.311,25,12.8,31.7,40.3785489,2017-10-19_17:30:00,112
10/19/2017,17:30:00,18:30:00,1.7,2.9,0,0.133,23.4,13.2,28.8,45.83333333,2017-10-19_18:30:00,36
10/19/2017,18:30:00,19:30:00,1,1.3,0,0.005,18,13.3,20.6,64.5631068,2017-10-19_19:30:00,9
10/22/2017,15:30:00,16:30:00,4.7,9.6,0,0.158,24.2,16.5,30.2,54.63576159,2017-10-22_16:30:00,16
10/22/2017,16:30:00,17:30:00,3.6,7.5,0,0.061,23.3,16.7,28.6,58.39160839,2017-10-22_17:30:00,6
10/22/2017,18:30:00,19:30:00,2,3.5,0,0,19.8,18.7,23.1,80.95238095,2017-10-22_19:30:00,12
10/23/2017,15:30:00,16:30:00,5.7,9.1,2.29,0.025,10.2,11.8,12.5,94.4,2017-10-23_16:30:00,130
10/23/2017,16:30:00,17:30:00,4.5,6.9,0.76,0.027,9.8,11.5,12.1,95.04132231,2017-10-23_17:30:00,50
10/23/2017,17:30:00,18:30:00,2.8,4.3,0.25,0.007,9.9,11.6,12.2,95.08196721,2017-10-23_18:30:00,36
10/23/2017,18:30:00,19:30:00,3.1,4.8,0,0,10,11.6,12.3,94.30894309,2017-10-23_19:30:00,25
10/24/2017,15:30:00,16:30:00,5.6,8.8,0,0.171,6.3,8.3,9.5,87.36842105,2017-10-24_16:30:00,104
10/24/2017,16:30:00,17:30:00,6.2,10.7,0,0.126,5.5,8.1,9,90,2017-10-24_17:30:00,79
10/24/2017,17:30:00,18:30:00,5.2,9.1,0,0.027,5.5,8,9,88.88888889,2017-10-24_18:30:00,62
10/25/2017,15:30:00,16:30:00,3.1,5.9,0,0.486,9.8,6.8,12.1,56.19834711,2017-10-25_16:30:00,107
10/25/2017,16:30:00,17:30:00,2.6,4,0,0.353,10.3,7.1,12.5,56.8,2017-10-25_17:30:00,29
10/25/2017,17:30:00,18:30:00,2.4,3.5,0,0.076,9,6.9,11.5,60,2017-10-25_18:30:00,24
10/25/2017,18:30:00,19:30:00,0.8,1.6,0,0,5.7,6.9,9.2,75,2017-10-25_19:30:00,33
10/26/2017,15:30:00,16:30:00,4.4,8,0,0.54,17.7,8,20.3,39.408867,2017-10-26_16:30:00,116
10/26/2017,16:30:00,17:30:00,4.7,8.5,0,0.329,17.7,7.8,20.3,38.42364532,2017-10-26_17:30:00,74
10/26/2017,17:30:00,18:30:00,4,6.9,0,0.067,16.4,8,18.7,42.78074866,2017-10-26_18:30:00,35
10/26/2017,18:30:00,19:30:00,3.5,6.1,0,0,13.9,8,15.9,50.31446541,2017-10-26_19:30:00,19
10/29/2017,15:30:00,16:30:00,3.3,6.1,0,0.518,7.3,4.9,10.2,48.03921569,2017-10-29_16:30:00,22
10/29/2017,16:30:00,17:30:00,2.8,4.8,0,0.266,7.5,4.9,10.4,47.11538462,2017-10-29_17:30:00,7
10/30/2017,15:30:00,16:30:00,8.3,12.3,0,0.373,9.7,5.1,12,42.5,2017-10-30_16:30:00,138
10/30/2017,16:30:00,17:30:00,7.3,10.9,0,0.115,8.4,5.2,11,47.27272727,2017-10-30_17:30:00,50
10/30/2017,17:30:00,18:30:00,6.7,10.7,0,0.029,7.6,5.3,10.4,50.96153846,2017-10-30_18:30:00,48
10/30/2017,18:30:00,19:30:00,6.5,10.4,0,0,6.3,4.9,9.6,51.04166667,2017-10-30_19:30:00,35
10/31/2017,15:30:00,16:30:00,3,5.1,0,0.319,4.9,4,8.7,45.97701149,2017-10-31_16:30:00,124
10/31/2017,16:30:00,17:30:00,3,4.5,0,0.153,4.5,4,8.4,47.61904762,2017-10-31_17:30:00,105
10/31/2017,17:30:00,18:30:00,2.3,3.7,0,0.029,4,4.1,8.1,50.61728395,2017-10-31_18:30:00,71
11/1/2017,15:30:00,16:30:00,3.5,6.4,0,0.162,6.9,7.8,10,78,2017-11-01_16:30:00,143
11/1/2017,16:30:00,17:30:00,2.3,4.5,0,0.029,7,8,10,80,2017-11-01_17:30:00,27
11/1/2017,17:30:00,18:30:00,2.5,4.5,0,0.005,7,8.3,10,83,2017-11-01_18:30:00,35
11/1/2017,18:30:00,19:30:00,3.1,5.1,0,0,6.6,8.9,9.7,91.75257732,2017-11-01_19:30:00,40
11/2/2017,15:30:00,16:30:00,2.6,4.5,0,0.041,17.4,17.4,19.8,87.87878788,2017-11-02_16:30:00,124
11/2/2017,16:30:00,17:30:00,2.3,4.3,0,0.041,17.4,17.6,19.8,88.88888889,2017-11-02_17:30:00,96
11/2/2017,17:30:00,18:30:00,1.7,2.9,0,0.014,17.2,17.7,19.6,90.30612245,2017-11-02_18:30:00,50
11/2/2017,18:30:00,19:30:00,1.8,3.2,0,0,16.8,17.4,19.1,91.09947644,2017-11-02_19:30:00,22
11/5/2017,15:30:00,16:30:00,2.4,4.3,0.25,0.034,15.1,16.3,17.2,94.76744186,2017-11-05_16:30:00,19
11/5/2017,16:30:00,17:30:00,3,5.9,0.76,0.005,14.9,16.2,16.9,95.85798817,2017-11-05_17:30:00,4
11/5/2017,18:30:00,19:30:00,5.2,8.5,0,0,11.3,12.6,13.4,94.02985075,2017-11-05_19:30:00,10
11/6/2017,15:30:00,16:30:00,3.5,5.6,0,0.151,9.4,7.7,11.8,65.25423729,2017-11-06_16:30:00,183
11/6/2017,16:30:00,17:30:00,4.1,6.9,0,0.13,8.8,7.5,11.4,65.78947368,2017-11-06_17:30:00,152
11/6/2017,17:30:00,18:30:00,3.3,5.6,0,0.043,8.2,7.3,10.9,66.97247706,2017-11-06_18:30:00,32
11/6/2017,18:30:00,19:30:00,2.9,5.3,0,0,7.1,7.3,10.1,72.27722772,2017-11-06_19:30:00,45
11/7/2017,15:30:00,16:30:00,3.8,6.4,0,0.112,8.3,6.5,11,59.09090909,2017-11-07_16:30:00,94
11/7/2017,16:30:00,17:30:00,3.9,5.9,0,0.09,8.3,6.3,10.9,57.79816514,2017-11-07_17:30:00,90
11/7/2017,17:30:00,18:30:00,3.3,5.3,0,0.013,7.5,6.1,10.3,59.22330097,2017-11-07_18:30:00,33
11/8/2017,15:30:00,16:30:00,1.7,3.5,0,0.373,11.8,6.1,13.9,43.88489209,2017-11-08_16:30:00,76
11/8/2017,16:30:00,17:30:00,1.5,2.7,0,0.2,11.3,5.9,13.3,44.36090226,2017-11-08_17:30:00,37
11/8/2017,17:30:00,18:30:00,0.9,1.3,0,0.034,9.4,5.9,11.8,50,2017-11-08_18:30:00,54
11/8/2017,18:30:00,19:30:00,0.9,1.3,0,0,3.6,5.9,7.9,74.6835443,2017-11-08_19:30:00,46
11/9/2017,15:30:00,16:30:00,6.7,9.9,0,0.4,9.8,6.5,12.1,53.71900826,2017-11-09_16:30:00,98
11/9/2017,16:30:00,17:30:00,6.4,9.3,0,0.167,8.9,6.2,11.4,54.38596491,2017-11-09_17:30:00,137
11/9/2017,17:30:00,18:30:00,6.8,9.9,0,0.032,6.6,5.9,9.8,60.20408163,2017-11-09_18:30:00,61
11/9/2017,18:30:00,19:30:00,3.9,6.1,0,0,3.5,5.3,7.8,67.94871795,2017-11-09_19:30:00,22
11/12/2017,15:30:00,16:30:00,1.3,2.1,0.25,0.045,4.6,7.1,8.5,83.52941176,2017-11-12_16:30:00,16
11/12/2017,18:30:00,19:30:00,2.1,3.5,0.25,0,1.8,6.5,7,92.85714286,2017-11-12_19:30:00,176
11/13/2017,15:30:00,16:30:00,1.6,3.7,0,0.263,5.9,7,9.3,75.2688172,2017-11-13_16:30:00,96
11/13/2017,16:30:00,17:30:00,1.1,2.4,0,0.135,5.6,6.9,9.1,75.82417582,2017-11-13_17:30:00,53
11/13/2017,17:30:00,18:30:00,0.5,1.3,0,0.025,4.8,6.7,8.6,77.90697674,2017-11-13_18:30:00,82
11/13/2017,18:30:00,19:30:00,0.2,1.1,0,0,3.7,6.7,7.9,84.81012658,2017-11-13_19:30:00,105
11/14/2017,15:30:00,16:30:00,3.3,5.6,0.44,0.31,11.3,7.4,13.4,55.2238806,2017-11-14_16:30:00,86
11/14/2017,16:30:00,17:30:00,3,5.3,0,0.149,10.4,7.2,12.6,57.14285714,2017-11-14_17:30:00,133
11/14/2017,17:30:00,18:30:00,2.9,5.3,0.15,0.034,9.3,7.1,11.7,60.68376068,2017-11-14_18:30:00,16
11/15/2017,15:30:00,16:30:00,4.8,8.8,0,0.029,8.8,10.9,11.3,96.46017699,2017-11-15_16:30:00,48
11/15/2017,16:30:00,17:30:00,4.4,6.9,0.15,0.05,9.4,11.4,11.8,96.61016949,2017-11-15_17:30:00,50
11/15/2017,17:30:00,18:30:00,6.2,10.9,0,0.031,9.2,10.2,11.7,87.17948718,2017-11-15_18:30:00,38
11/15/2017,18:30:00,19:30:00,2.7,4.5,0.15,0,8,9.2,10.7,85.98130841,2017-11-15_19:30:00,13
11/16/2017,15:30:00,16:30:00,1.6,2.9,0,0.133,2.4,5.4,7.3,73.97260274,2017-11-16_16:30:00,63
11/16/2017,16:30:00,17:30:00,1.4,2.4,0,0.065,2.2,5.4,7.1,76.05633803,2017-11-16_17:30:00,67
